center,left,right,steering,throttle,brake,speed
IMG/center_2021_02_07_18_21_03_114.jpg,IMG/left_2021_02_07_18_21_03_114.jpg,IMG/right_2021_02_07_18_21_03_114.jpg,0,0.1469845,0,0.1058376
IMG/center_2021_02_07_18_21_03_183.jpg,IMG/left_2021_02_07_18_21_03_183.jpg,IMG/right_2021_02_07_18_21_03_183.jpg,0,0.3784702,0,0.4270273
IMG/center_2021_02_07_18_21_03_312.jpg,IMG/left_2021_02_07_18_21_03_312.jpg,IMG/right_2021_02_07_18_21_03_312.jpg,0,0.7169703,0,1.191939
IMG/center_2021_02_07_18_21_03_415.jpg,IMG/left_2021_02_07_18_21_03_415.jpg,IMG/right_2021_02_07_18_21_03_415.jpg,-0.25,1,0,2.342926
IMG/center_2021_02_07_18_21_03_468.jpg,IMG/left_2021_02_07_18_21_03_468.jpg,IMG/right_2021_02_07_18_21_03_468.jpg,-0.45,1,0,3.277915
IMG/center_2021_02_07_18_21_03_562.jpg,IMG/left_2021_02_07_18_21_03_562.jpg,IMG/right_2021_02_07_18_21_03_562.jpg,0,1,0,4.205308
IMG/center_2021_02_07_18_21_03_660.jpg,IMG/left_2021_02_07_18_21_03_660.jpg,IMG/right_2021_02_07_18_21_03_660.jpg,0,1,0,5.368865
IMG/center_2021_02_07_18_21_03_749.jpg,IMG/left_2021_02_07_18_21_03_749.jpg,IMG/right_2021_02_07_18_21_03_749.jpg,-0.1,1,0,6.519529
IMG/center_2021_02_07_18_21_03_851.jpg,IMG/left_2021_02_07_18_21_03_851.jpg,IMG/right_2021_02_07_18_21_03_851.jpg,-0.35,1,0,7.634481
IMG/center_2021_02_07_18_21_03_949.jpg,IMG/left_2021_02_07_18_21_03_949.jpg,IMG/right_2021_02_07_18_21_03_949.jpg,0,1,0,8.723516
IMG/center_2021_02_07_18_21_04_048.jpg,IMG/left_2021_02_07_18_21_04_048.jpg,IMG/right_2021_02_07_18_21_04_048.jpg,0,1,0,9.840449
IMG/center_2021_02_07_18_21_04_138.jpg,IMG/left_2021_02_07_18_21_04_138.jpg,IMG/right_2021_02_07_18_21_04_138.jpg,0,1,0,10.72831
IMG/center_2021_02_07_18_21_04_233.jpg,IMG/left_2021_02_07_18_21_04_233.jpg,IMG/right_2021_02_07_18_21_04_233.jpg,-0.25,1,0,11.64491
IMG/center_2021_02_07_18_21_04_345.jpg,IMG/left_2021_02_07_18_21_04_345.jpg,IMG/right_2021_02_07_18_21_04_345.jpg,0,1,0,13.0266
IMG/center_2021_02_07_18_21_04_437.jpg,IMG/left_2021_02_07_18_21_04_437.jpg,IMG/right_2021_02_07_18_21_04_437.jpg,0,1,0,13.78231
IMG/center_2021_02_07_18_21_04_517.jpg,IMG/left_2021_02_07_18_21_04_517.jpg,IMG/right_2021_02_07_18_21_04_517.jpg,-0.1,1,0,14.72923
IMG/center_2021_02_07_18_21_04_619.jpg,IMG/left_2021_02_07_18_21_04_619.jpg,IMG/right_2021_02_07_18_21_04_619.jpg,-0.35,1,0,15.86047
IMG/center_2021_02_07_18_21_04_713.jpg,IMG/left_2021_02_07_18_21_04_713.jpg,IMG/right_2021_02_07_18_21_04_713.jpg,-0.6000001,1,0,16.75048
IMG/center_2021_02_07_18_21_04_838.jpg,IMG/left_2021_02_07_18_21_04_838.jpg,IMG/right_2021_02_07_18_21_04_838.jpg,-0.9000002,1,0,17.7469
IMG/center_2021_02_07_18_21_04_906.jpg,IMG/left_2021_02_07_18_21_04_906.jpg,IMG/right_2021_02_07_18_21_04_906.jpg,0,1,0,18.46565
IMG/center_2021_02_07_18_21_04_984.jpg,IMG/left_2021_02_07_18_21_04_984.jpg,IMG/right_2021_02_07_18_21_04_984.jpg,0,1,0,19.0229
IMG/center_2021_02_07_18_21_05_063.jpg,IMG/left_2021_02_07_18_21_05_063.jpg,IMG/right_2021_02_07_18_21_05_063.jpg,0,1,0,19.81465
IMG/center_2021_02_07_18_21_05_180.jpg,IMG/left_2021_02_07_18_21_05_180.jpg,IMG/right_2021_02_07_18_21_05_180.jpg,-0.3,1,0,21.00237
IMG/center_2021_02_07_18_21_05_306.jpg,IMG/left_2021_02_07_18_21_05_306.jpg,IMG/right_2021_02_07_18_21_05_306.jpg,0,1,0,22.42266
IMG/center_2021_02_07_18_21_05_432.jpg,IMG/left_2021_02_07_18_21_05_432.jpg,IMG/right_2021_02_07_18_21_05_432.jpg,0,1,0,23.5923
IMG/center_2021_02_07_18_21_05_559.jpg,IMG/left_2021_02_07_18_21_05_559.jpg,IMG/right_2021_02_07_18_21_05_559.jpg,0,1,0,24.75319
IMG/center_2021_02_07_18_21_05_663.jpg,IMG/left_2021_02_07_18_21_05_663.jpg,IMG/right_2021_02_07_18_21_05_663.jpg,-0.25,1,0,25.68083
IMG/center_2021_02_07_18_21_05_778.jpg,IMG/left_2021_02_07_18_21_05_778.jpg,IMG/right_2021_02_07_18_21_05_778.jpg,-0.5500001,1,0,26.63347
IMG/center_2021_02_07_18_21_05_906.jpg,IMG/left_2021_02_07_18_21_05_906.jpg,IMG/right_2021_02_07_18_21_05_906.jpg,-0.9000002,1,0,27.49066
IMG/center_2021_02_07_18_21_06_033.jpg,IMG/left_2021_02_07_18_21_06_033.jpg,IMG/right_2021_02_07_18_21_06_033.jpg,0,1,0,28.26542
IMG/center_2021_02_07_18_21_06_102.jpg,IMG/left_2021_02_07_18_21_06_102.jpg,IMG/right_2021_02_07_18_21_06_102.jpg,0,1,0,28.76794
IMG/center_2021_02_07_18_21_06_175.jpg,IMG/left_2021_02_07_18_21_06_175.jpg,IMG/right_2021_02_07_18_21_06_175.jpg,0,1,0,29.47966
IMG/center_2021_02_07_18_21_06_291.jpg,IMG/left_2021_02_07_18_21_06_291.jpg,IMG/right_2021_02_07_18_21_06_291.jpg,0,0.8040563,0,30.14544
IMG/center_2021_02_07_18_21_06_415.jpg,IMG/left_2021_02_07_18_21_06_415.jpg,IMG/right_2021_02_07_18_21_06_415.jpg,0,0.4313218,0,30.05317
IMG/center_2021_02_07_18_21_06_549.jpg,IMG/left_2021_02_07_18_21_06_549.jpg,IMG/right_2021_02_07_18_21_06_549.jpg,0,0.03014056,0,29.80554
IMG/center_2021_02_07_18_21_06_683.jpg,IMG/left_2021_02_07_18_21_06_683.jpg,IMG/right_2021_02_07_18_21_06_683.jpg,0.15,0,0,29.44224
IMG/center_2021_02_07_18_21_06_806.jpg,IMG/left_2021_02_07_18_21_06_806.jpg,IMG/right_2021_02_07_18_21_06_806.jpg,0.5000001,0,0,28.84978
IMG/center_2021_02_07_18_21_06_922.jpg,IMG/left_2021_02_07_18_21_06_922.jpg,IMG/right_2021_02_07_18_21_06_922.jpg,0,0.3506115,0,28.78427
IMG/center_2021_02_07_18_21_07_042.jpg,IMG/left_2021_02_07_18_21_07_042.jpg,IMG/right_2021_02_07_18_21_07_042.jpg,0,0.7083668,0,29.26281
IMG/center_2021_02_07_18_21_07_164.jpg,IMG/left_2021_02_07_18_21_07_164.jpg,IMG/right_2021_02_07_18_21_07_164.jpg,0,0.3415478,0,29.61196
IMG/center_2021_02_07_18_21_07_240.jpg,IMG/left_2021_02_07_18_21_07_240.jpg,IMG/right_2021_02_07_18_21_07_240.jpg,-0.2,0.1173874,0,29.5021
IMG/center_2021_02_07_18_21_07_336.jpg,IMG/left_2021_02_07_18_21_07_336.jpg,IMG/right_2021_02_07_18_21_07_336.jpg,-0.45,0,0,29.09542
IMG/center_2021_02_07_18_21_07_443.jpg,IMG/left_2021_02_07_18_21_07_443.jpg,IMG/right_2021_02_07_18_21_07_443.jpg,0,0,0,28.78569
IMG/center_2021_02_07_18_21_07_563.jpg,IMG/left_2021_02_07_18_21_07_563.jpg,IMG/right_2021_02_07_18_21_07_563.jpg,-0.15,0,0,28.43336
IMG/center_2021_02_07_18_21_07_688.jpg,IMG/left_2021_02_07_18_21_07_688.jpg,IMG/right_2021_02_07_18_21_07_688.jpg,-0.5000001,0,0,27.87653
IMG/center_2021_02_07_18_21_07_801.jpg,IMG/left_2021_02_07_18_21_07_801.jpg,IMG/right_2021_02_07_18_21_07_801.jpg,-0.1,0,0,27.57771
IMG/center_2021_02_07_18_21_07_916.jpg,IMG/left_2021_02_07_18_21_07_916.jpg,IMG/right_2021_02_07_18_21_07_916.jpg,0,0.15622,0,27.29698
IMG/center_2021_02_07_18_21_08_026.jpg,IMG/left_2021_02_07_18_21_08_026.jpg,IMG/right_2021_02_07_18_21_08_026.jpg,0,0.4803679,0,27.48578
IMG/center_2021_02_07_18_21_08_149.jpg,IMG/left_2021_02_07_18_21_08_149.jpg,IMG/right_2021_02_07_18_21_08_149.jpg,0,0.1102307,0,27.51715
IMG/center_2021_02_07_18_21_08_254.jpg,IMG/left_2021_02_07_18_21_08_254.jpg,IMG/right_2021_02_07_18_21_08_254.jpg,0,0.1344292,0,27.49724
IMG/center_2021_02_07_18_21_08_358.jpg,IMG/left_2021_02_07_18_21_08_358.jpg,IMG/right_2021_02_07_18_21_08_358.jpg,-0.1,0,0,27.24932
IMG/center_2021_02_07_18_21_08_467.jpg,IMG/left_2021_02_07_18_21_08_467.jpg,IMG/right_2021_02_07_18_21_08_467.jpg,0,0,0,26.88703
IMG/center_2021_02_07_18_21_08_585.jpg,IMG/left_2021_02_07_18_21_08_585.jpg,IMG/right_2021_02_07_18_21_08_585.jpg,-0.3,0,0,26.52444
IMG/center_2021_02_07_18_21_08_703.jpg,IMG/left_2021_02_07_18_21_08_703.jpg,IMG/right_2021_02_07_18_21_08_703.jpg,-0.15,0,0,26.2511
IMG/center_2021_02_07_18_21_08_819.jpg,IMG/left_2021_02_07_18_21_08_819.jpg,IMG/right_2021_02_07_18_21_08_819.jpg,0,0,0,25.93228
IMG/center_2021_02_07_18_21_08_936.jpg,IMG/left_2021_02_07_18_21_08_936.jpg,IMG/right_2021_02_07_18_21_08_936.jpg,0,0,0,25.61346
IMG/center_2021_02_07_18_21_09_054.jpg,IMG/left_2021_02_07_18_21_09_054.jpg,IMG/right_2021_02_07_18_21_09_054.jpg,-0.3,0,0,25.26346
IMG/center_2021_02_07_18_21_09_172.jpg,IMG/left_2021_02_07_18_21_09_172.jpg,IMG/right_2021_02_07_18_21_09_172.jpg,0,0,0,24.86335
IMG/center_2021_02_07_18_21_09_297.jpg,IMG/left_2021_02_07_18_21_09_297.jpg,IMG/right_2021_02_07_18_21_09_297.jpg,-0.3,0,0,24.5415
IMG/center_2021_02_07_18_21_09_429.jpg,IMG/left_2021_02_07_18_21_09_429.jpg,IMG/right_2021_02_07_18_21_09_429.jpg,-0.6500001,0.1976677,0,24.14045
IMG/center_2021_02_07_18_21_09_509.jpg,IMG/left_2021_02_07_18_21_09_509.jpg,IMG/right_2021_02_07_18_21_09_509.jpg,0,0,0,23.90987
IMG/center_2021_02_07_18_21_09_578.jpg,IMG/left_2021_02_07_18_21_09_578.jpg,IMG/right_2021_02_07_18_21_09_578.jpg,0,0,0,23.76629
IMG/center_2021_02_07_18_21_09_653.jpg,IMG/left_2021_02_07_18_21_09_653.jpg,IMG/right_2021_02_07_18_21_09_653.jpg,0,0.223992,0,23.76565
IMG/center_2021_02_07_18_21_09_798.jpg,IMG/left_2021_02_07_18_21_09_798.jpg,IMG/right_2021_02_07_18_21_09_798.jpg,0,0,0,23.47231
IMG/center_2021_02_07_18_21_09_882.jpg,IMG/left_2021_02_07_18_21_09_882.jpg,IMG/right_2021_02_07_18_21_09_882.jpg,0,0,0,23.28377
IMG/center_2021_02_07_18_21_09_953.jpg,IMG/left_2021_02_07_18_21_09_953.jpg,IMG/right_2021_02_07_18_21_09_953.jpg,0,0,0,23.09665
IMG/center_2021_02_07_18_21_10_092.jpg,IMG/left_2021_02_07_18_21_10_092.jpg,IMG/right_2021_02_07_18_21_10_092.jpg,0,0,0,22.89234
IMG/center_2021_02_07_18_21_10_174.jpg,IMG/left_2021_02_07_18_21_10_174.jpg,IMG/right_2021_02_07_18_21_10_174.jpg,0,0,0,22.71384
IMG/center_2021_02_07_18_21_10_249.jpg,IMG/left_2021_02_07_18_21_10_249.jpg,IMG/right_2021_02_07_18_21_10_249.jpg,0,0.2259103,0,22.73747
IMG/center_2021_02_07_18_21_10_326.jpg,IMG/left_2021_02_07_18_21_10_326.jpg,IMG/right_2021_02_07_18_21_10_326.jpg,0,0,0,22.64281
IMG/center_2021_02_07_18_21_10_467.jpg,IMG/left_2021_02_07_18_21_10_467.jpg,IMG/right_2021_02_07_18_21_10_467.jpg,-0.2,0,0,22.25454
IMG/center_2021_02_07_18_21_10_535.jpg,IMG/left_2021_02_07_18_21_10_535.jpg,IMG/right_2021_02_07_18_21_10_535.jpg,0,0,0,22.106
IMG/center_2021_02_07_18_21_10_609.jpg,IMG/left_2021_02_07_18_21_10_609.jpg,IMG/right_2021_02_07_18_21_10_609.jpg,-0.2,0,0,21.91692
IMG/center_2021_02_07_18_21_10_675.jpg,IMG/left_2021_02_07_18_21_10_675.jpg,IMG/right_2021_02_07_18_21_10_675.jpg,-0.35,0,0,21.74461
IMG/center_2021_02_07_18_21_10_747.jpg,IMG/left_2021_02_07_18_21_10_747.jpg,IMG/right_2021_02_07_18_21_10_747.jpg,0,0,0,21.5585
IMG/center_2021_02_07_18_21_10_884.jpg,IMG/left_2021_02_07_18_21_10_884.jpg,IMG/right_2021_02_07_18_21_10_884.jpg,-0.15,0,0,21.2917
IMG/center_2021_02_07_18_21_11_017.jpg,IMG/left_2021_02_07_18_21_11_017.jpg,IMG/right_2021_02_07_18_21_11_017.jpg,0,0,0,20.94991
IMG/center_2021_02_07_18_21_11_089.jpg,IMG/left_2021_02_07_18_21_11_089.jpg,IMG/right_2021_02_07_18_21_11_089.jpg,0,0,0,20.77997
IMG/center_2021_02_07_18_21_11_208.jpg,IMG/left_2021_02_07_18_21_11_208.jpg,IMG/right_2021_02_07_18_21_11_208.jpg,0,0,0,20.52275
IMG/center_2021_02_07_18_21_11_325.jpg,IMG/left_2021_02_07_18_21_11_325.jpg,IMG/right_2021_02_07_18_21_11_325.jpg,0,0,0,20.27495
IMG/center_2021_02_07_18_21_11_415.jpg,IMG/left_2021_02_07_18_21_11_415.jpg,IMG/right_2021_02_07_18_21_11_415.jpg,0,0,0,20.11104
IMG/center_2021_02_07_18_21_11_494.jpg,IMG/left_2021_02_07_18_21_11_494.jpg,IMG/right_2021_02_07_18_21_11_494.jpg,0,0,0,19.9475
IMG/center_2021_02_07_18_21_11_579.jpg,IMG/left_2021_02_07_18_21_11_579.jpg,IMG/right_2021_02_07_18_21_11_579.jpg,0,0,0,19.78277
IMG/center_2021_02_07_18_21_11_720.jpg,IMG/left_2021_02_07_18_21_11_720.jpg,IMG/right_2021_02_07_18_21_11_720.jpg,0,0,0,19.56746
IMG/center_2021_02_07_18_21_11_800.jpg,IMG/left_2021_02_07_18_21_11_800.jpg,IMG/right_2021_02_07_18_21_11_800.jpg,0,0,0,19.46342
IMG/center_2021_02_07_18_21_11_883.jpg,IMG/left_2021_02_07_18_21_11_883.jpg,IMG/right_2021_02_07_18_21_11_883.jpg,0,0,0,19.34806
IMG/center_2021_02_07_18_21_11_962.jpg,IMG/left_2021_02_07_18_21_11_962.jpg,IMG/right_2021_02_07_18_21_11_962.jpg,0,0,0,19.20727
IMG/center_2021_02_07_18_21_12_043.jpg,IMG/left_2021_02_07_18_21_12_043.jpg,IMG/right_2021_02_07_18_21_12_043.jpg,0,0,0,19.07195
IMG/center_2021_02_07_18_21_12_119.jpg,IMG/left_2021_02_07_18_21_12_119.jpg,IMG/right_2021_02_07_18_21_12_119.jpg,0,0,0,18.93857
IMG/center_2021_02_07_18_21_12_196.jpg,IMG/left_2021_02_07_18_21_12_196.jpg,IMG/right_2021_02_07_18_21_12_196.jpg,0,0,0,18.79786
IMG/center_2021_02_07_18_21_12_270.jpg,IMG/left_2021_02_07_18_21_12_270.jpg,IMG/right_2021_02_07_18_21_12_270.jpg,0,0,0,18.65218
IMG/center_2021_02_07_18_21_12_344.jpg,IMG/left_2021_02_07_18_21_12_344.jpg,IMG/right_2021_02_07_18_21_12_344.jpg,0,0,0,18.04015
IMG/center_2021_02_07_18_21_12_428.jpg,IMG/left_2021_02_07_18_21_12_428.jpg,IMG/right_2021_02_07_18_21_12_428.jpg,0,0,0,18.36099
IMG/center_2021_02_07_18_21_12_504.jpg,IMG/left_2021_02_07_18_21_12_504.jpg,IMG/right_2021_02_07_18_21_12_504.jpg,0,0,0,17.74077
IMG/center_2021_02_07_18_21_12_656.jpg,IMG/left_2021_02_07_18_21_12_656.jpg,IMG/right_2021_02_07_18_21_12_656.jpg,0,0,0,17.44523
IMG/center_2021_02_07_18_22_12_720.jpg,IMG/left_2021_02_07_18_22_12_720.jpg,IMG/right_2021_02_07_18_22_12_720.jpg,0,0,0,1.56E-05
IMG/center_2021_02_07_18_22_12_797.jpg,IMG/left_2021_02_07_18_22_12_797.jpg,IMG/right_2021_02_07_18_22_12_797.jpg,0,0,0,1.55E-06
IMG/center_2021_02_07_18_22_12_864.jpg,IMG/left_2021_02_07_18_22_12_864.jpg,IMG/right_2021_02_07_18_22_12_864.jpg,0,0,0,6.38E-06
IMG/center_2021_02_07_18_22_13_001.jpg,IMG/left_2021_02_07_18_22_13_001.jpg,IMG/right_2021_02_07_18_22_13_001.jpg,0,0,0,7.63E-06
IMG/center_2021_02_07_18_22_13_077.jpg,IMG/left_2021_02_07_18_22_13_077.jpg,IMG/right_2021_02_07_18_22_13_077.jpg,0,0,0,2.30E-06
IMG/center_2021_02_07_18_22_13_199.jpg,IMG/left_2021_02_07_18_22_13_199.jpg,IMG/right_2021_02_07_18_22_13_199.jpg,0,0,0,3.18E-06
IMG/center_2021_02_07_18_22_13_280.jpg,IMG/left_2021_02_07_18_22_13_280.jpg,IMG/right_2021_02_07_18_22_13_280.jpg,0,0,0,5.81E-06
IMG/center_2021_02_07_18_22_13_384.jpg,IMG/left_2021_02_07_18_22_13_384.jpg,IMG/right_2021_02_07_18_22_13_384.jpg,0,0,0,6.86E-06
IMG/center_2021_02_07_18_25_07_128.jpg,IMG/left_2021_02_07_18_25_07_128.jpg,IMG/right_2021_02_07_18_25_07_128.jpg,0,0,0,1.02E-06
IMG/center_2021_02_07_18_25_07_226.jpg,IMG/left_2021_02_07_18_25_07_226.jpg,IMG/right_2021_02_07_18_25_07_226.jpg,0,0,0,7.79E-06
IMG/center_2021_02_07_18_25_07_306.jpg,IMG/left_2021_02_07_18_25_07_306.jpg,IMG/right_2021_02_07_18_25_07_306.jpg,0,0,0,2.19E-06
IMG/center_2021_02_07_18_25_07_402.jpg,IMG/left_2021_02_07_18_25_07_402.jpg,IMG/right_2021_02_07_18_25_07_402.jpg,0,0,0,6.41E-06
IMG/center_2021_02_07_18_25_07_499.jpg,IMG/left_2021_02_07_18_25_07_499.jpg,IMG/right_2021_02_07_18_25_07_499.jpg,0,0,0,1.84E-06
IMG/center_2021_02_07_18_25_07_597.jpg,IMG/left_2021_02_07_18_25_07_597.jpg,IMG/right_2021_02_07_18_25_07_597.jpg,0,0,0,6.85E-06
IMG/center_2021_02_07_18_25_07_690.jpg,IMG/left_2021_02_07_18_25_07_690.jpg,IMG/right_2021_02_07_18_25_07_690.jpg,0,0,0,1.35E-05
IMG/center_2021_02_07_18_25_07_825.jpg,IMG/left_2021_02_07_18_25_07_825.jpg,IMG/right_2021_02_07_18_25_07_825.jpg,0,0.3963529,0,0.5246921
IMG/center_2021_02_07_18_25_07_944.jpg,IMG/left_2021_02_07_18_25_07_944.jpg,IMG/right_2021_02_07_18_25_07_944.jpg,-0.1,0.7180964,0,1.234103
IMG/center_2021_02_07_18_25_08_040.jpg,IMG/left_2021_02_07_18_25_08_040.jpg,IMG/right_2021_02_07_18_25_08_040.jpg,-0.3,0.9917102,0,2.086006
IMG/center_2021_02_07_18_25_08_140.jpg,IMG/left_2021_02_07_18_25_08_140.jpg,IMG/right_2021_02_07_18_25_08_140.jpg,0,1,0,3.488961
IMG/center_2021_02_07_18_25_08_224.jpg,IMG/left_2021_02_07_18_25_08_224.jpg,IMG/right_2021_02_07_18_25_08_224.jpg,0,1,0,4.662087
IMG/center_2021_02_07_18_25_08_314.jpg,IMG/left_2021_02_07_18_25_08_314.jpg,IMG/right_2021_02_07_18_25_08_314.jpg,0,1,0,5.590387
IMG/center_2021_02_07_18_25_08_409.jpg,IMG/left_2021_02_07_18_25_08_409.jpg,IMG/right_2021_02_07_18_25_08_409.jpg,-0.25,1,0,6.727872
IMG/center_2021_02_07_18_25_08_495.jpg,IMG/left_2021_02_07_18_25_08_495.jpg,IMG/right_2021_02_07_18_25_08_495.jpg,-0.45,1,0,7.607279
IMG/center_2021_02_07_18_25_08_598.jpg,IMG/left_2021_02_07_18_25_08_598.jpg,IMG/right_2021_02_07_18_25_08_598.jpg,0,1,0,8.660878
IMG/center_2021_02_07_18_25_08_709.jpg,IMG/left_2021_02_07_18_25_08_709.jpg,IMG/right_2021_02_07_18_25_08_709.jpg,0,1,0,9.990989
IMG/center_2021_02_07_18_25_08_807.jpg,IMG/left_2021_02_07_18_25_08_807.jpg,IMG/right_2021_02_07_18_25_08_807.jpg,-0.15,1,0,11.09332
IMG/center_2021_02_07_18_25_08_897.jpg,IMG/left_2021_02_07_18_25_08_897.jpg,IMG/right_2021_02_07_18_25_08_897.jpg,0,1,0,12.07388
IMG/center_2021_02_07_18_25_08_992.jpg,IMG/left_2021_02_07_18_25_08_992.jpg,IMG/right_2021_02_07_18_25_08_992.jpg,0,1,0,12.85202
IMG/center_2021_02_07_18_25_09_099.jpg,IMG/left_2021_02_07_18_25_09_099.jpg,IMG/right_2021_02_07_18_25_09_099.jpg,0,1,0,13.72611
IMG/center_2021_02_07_18_25_09_186.jpg,IMG/left_2021_02_07_18_25_09_186.jpg,IMG/right_2021_02_07_18_25_09_186.jpg,0,1,0,15.06864
IMG/center_2021_02_07_18_25_09_265.jpg,IMG/left_2021_02_07_18_25_09_265.jpg,IMG/right_2021_02_07_18_25_09_265.jpg,-0.25,1,0,15.89425
IMG/center_2021_02_07_18_25_09_371.jpg,IMG/left_2021_02_07_18_25_09_371.jpg,IMG/right_2021_02_07_18_25_09_371.jpg,-0.5000001,1,0,17.05378
IMG/center_2021_02_07_18_25_09_486.jpg,IMG/left_2021_02_07_18_25_09_486.jpg,IMG/right_2021_02_07_18_25_09_486.jpg,0,1,0,18.10028
IMG/center_2021_02_07_18_25_09_617.jpg,IMG/left_2021_02_07_18_25_09_617.jpg,IMG/right_2021_02_07_18_25_09_617.jpg,-0.15,1,0,19.33151
IMG/center_2021_02_07_18_25_09_731.jpg,IMG/left_2021_02_07_18_25_09_731.jpg,IMG/right_2021_02_07_18_25_09_731.jpg,-0.45,1,0,20.45667
IMG/center_2021_02_07_18_25_09_849.jpg,IMG/left_2021_02_07_18_25_09_849.jpg,IMG/right_2021_02_07_18_25_09_849.jpg,0,1,0,21.49655
IMG/center_2021_02_07_18_25_09_971.jpg,IMG/left_2021_02_07_18_25_09_971.jpg,IMG/right_2021_02_07_18_25_09_971.jpg,0,1,0,22.66052
IMG/center_2021_02_07_18_25_10_038.jpg,IMG/left_2021_02_07_18_25_10_038.jpg,IMG/right_2021_02_07_18_25_10_038.jpg,0,1,0,23.23216
IMG/center_2021_02_07_18_25_10_169.jpg,IMG/left_2021_02_07_18_25_10_169.jpg,IMG/right_2021_02_07_18_25_10_169.jpg,-0.35,1,0,24.54001
IMG/center_2021_02_07_18_25_10_292.jpg,IMG/left_2021_02_07_18_25_10_292.jpg,IMG/right_2021_02_07_18_25_10_292.jpg,-0.6500001,1,0,25.46008
IMG/center_2021_02_07_18_25_10_359.jpg,IMG/left_2021_02_07_18_25_10_359.jpg,IMG/right_2021_02_07_18_25_10_359.jpg,-0.8000001,1,0,25.8459
IMG/center_2021_02_07_18_25_10_432.jpg,IMG/left_2021_02_07_18_25_10_432.jpg,IMG/right_2021_02_07_18_25_10_432.jpg,0,1,0,26.52386
IMG/center_2021_02_07_18_25_10_517.jpg,IMG/left_2021_02_07_18_25_10_517.jpg,IMG/right_2021_02_07_18_25_10_517.jpg,0,1,0,27.25619
IMG/center_2021_02_07_18_25_10_626.jpg,IMG/left_2021_02_07_18_25_10_626.jpg,IMG/right_2021_02_07_18_25_10_626.jpg,0,1,0,28.37167
IMG/center_2021_02_07_18_25_10_750.jpg,IMG/left_2021_02_07_18_25_10_750.jpg,IMG/right_2021_02_07_18_25_10_750.jpg,0,1,0,29.47224
IMG/center_2021_02_07_18_25_10_879.jpg,IMG/left_2021_02_07_18_25_10_879.jpg,IMG/right_2021_02_07_18_25_10_879.jpg,0,0.6116107,0,30.09913
IMG/center_2021_02_07_18_25_10_950.jpg,IMG/left_2021_02_07_18_25_10_950.jpg,IMG/right_2021_02_07_18_25_10_950.jpg,0,0.3990026,0,30.03484
IMG/center_2021_02_07_18_25_11_072.jpg,IMG/left_2021_02_07_18_25_11_072.jpg,IMG/right_2021_02_07_18_25_11_072.jpg,0,0.3987029,0,30.02805
IMG/center_2021_02_07_18_25_11_174.jpg,IMG/left_2021_02_07_18_25_11_174.jpg,IMG/right_2021_02_07_18_25_11_174.jpg,-0.1,0.7053472,0,30.12564
IMG/center_2021_02_07_18_25_11_303.jpg,IMG/left_2021_02_07_18_25_11_303.jpg,IMG/right_2021_02_07_18_25_11_303.jpg,-0.45,1,0,30.15211
